Year,Region,Season,Soil Type,Soil pH,Soil Nitrogen,Soil Phosphorus,Soil Potassium,Soil Organic Matter (%),Soil Moisture (%),Avg Rainfall (mm),Solar Radiation Impact (BTU/sqft),Rotation Sequence,Crop_Planted (Action),Growth Duration (days),Water Requirement (mm),Phosphorus Requirement (kg/ha),Potassium Requirement (kg/ha),Nitrogen Requirement (kg/ha),Base Yield (kg/ha),Simulated Yield (kg/ha),Soil Score Before,Soil Score After
2018,Meghalaya,Zaid,Laterite,5.79,115.43,18.9,43.73,2.87,5.97,2500,15,"['Groundnut', 'Chickpea', 'Tomato']",Tomato,80,350,20,30,70,10000,9450.04,0.61,0.63
2012,West Bengal,Zaid,Laterite,5.91,102.89,16.65,38.72,1.84,9.45,1500,20,"['Maize', 'Chickpea', 'Okra']",Okra,60,250,15,20,50,2000,2220.34,0.57,0.59
2003,Delhi,Zaid,Alluvial,7.35,119.08,25.77,60.03,4.35,16.16,700,24,"['Groundnut', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,2576.52,0.85,0.87
2010,Rajasthan,Kharif,Alluvial,7.46,107.85,24.29,63.53,4.08,23.38,400,35,"['Soybean', 'Chickpea', 'Cucumber']",Soybean,100,500,25,35,50,2000,1600.0,0.89,0.89
2011,Telangana,Rabi,Black,6.15,119.13,44.51,90.09,3.34,25.5,800,28,"['Soybean', 'Chickpea', 'Tomato']",Chickpea,90,350,20,25,50,1000,2225.27,1.01,1.03
2019,Tamil Nadu,Kharif,Laterite,5.09,96.78,18.94,44.16,1.56,14.53,950,27,"['Soybean', 'Pigeon Pea', 'Chili']",Soybean,100,500,25,35,50,2000,1515.16,0.6,0.6
2001,Tripura,Kharif,Alluvial,6.7,119.39,30.35,62.91,2.84,23.41,2000,16,"['Groundnut', 'Pigeon Pea', 'Chili']",Groundnut,90,400,20,30,50,1200,1820.81,0.87,0.87
2009,Telangana,Zaid,Red,6.36,73.47,23.44,48.36,1.78,19.06,800,28,"['Maize', 'Pigeon Pea', 'Okra']",Okra,60,250,15,20,50,2000,3124.7,0.67,0.68
2009,Mizoram,Zaid,Laterite,5.53,84.28,15.15,55.6,2.68,5.12,2200,14,"['Rice', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,7574.88,0.56,0.57
2019,Uttarakhand,Kharif,Mountain,7.46,99.43,17.36,40.55,3.27,19.62,1100,18,"['Rice', 'Chickpea', 'Chili']",Rice,140,1500,40,60,100,4000,1736.31,0.75,0.75
2006,Haryana,Zaid,Alluvial,6.69,90.32,38.6,50.28,3.75,23.71,700,24,"['Soybean', 'Chickpea', 'Okra']",Okra,60,250,15,20,50,2000,3974.15,0.87,0.89
2020,Andhra Pradesh,Rabi,Red,5.96,86.87,23.44,66.7,1.71,12.08,900,20,"['Rice', 'Chickpea', 'Tomato']",Chickpea,90,350,20,25,50,1000,1171.85,0.66,0.66
2002,Goa,Rabi,Sandy,6.47,69.87,17.67,23.92,1.31,5.27,3000,28,"['Groundnut', 'Pigeon Pea', 'Tomato']",Pigeon Pea,120,600,30,40,50,1800,1059.95,0.46,0.47
2011,Delhi,Rabi,Alluvial,7.08,110.09,20.64,68.99,4.85,15.79,700,24,"['Groundnut', 'Pigeon Pea', 'Okra']",Pigeon Pea,120,600,30,40,50,1800,1238.11,0.84,0.86
2012,Chhattisgarh,Zaid,Laterite,5.92,75.49,17.0,46.68,2.26,14.89,1300,25,"['Groundnut', 'Chickpea', 'Chili']",Chili,70,300,15,20,60,1500,1699.63,0.61,0.62
2006,Goa,Zaid,Laterite,5.44,75.67,13.22,35.21,1.71,13.76,3000,28,"['Maize', 'Pigeon Pea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,3966.56,0.53,0.55
2012,Jharkhand,Zaid,Laterite,5.67,113.68,21.6,32.44,2.72,7.74,1000,21,"['Soybean', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,10800.97,0.61,0.62
2013,Andaman and Nicobar Islands,Kharif,Alluvial,7.45,108.05,33.35,53.39,2.43,19.64,3000,30,"['Soybean', 'Pigeon Pea', 'Chili']",Soybean,100,500,25,35,50,2000,2668.1,0.82,0.82
2004,Mizoram,Kharif,Laterite,5.32,114.59,15.73,51.42,2.3,6.68,2200,14,"['Soybean', 'Chickpea', 'Okra']",Soybean,100,500,25,35,50,2000,1258.28,0.59,0.59
2012,Tripura,Zaid,Forest,6.53,78.79,39.0,46.15,5.18,25.34,2000,16,"['Groundnut', 'Chickpea', 'Chili']",Chili,70,300,15,20,60,1500,2166.66,0.91,0.92
2010,Telangana,Kharif,Red,6.43,107.44,23.08,67.9,2.45,12.65,800,28,"['Maize', 'Pigeon Pea', 'Cucumber']",Maize,110,600,35,50,80,6000,3956.26,0.73,0.73
2007,Andaman and Nicobar Islands,Kharif,Sandy,6.89,77.05,12.67,22.22,1.96,14.14,3000,30,"['Groundnut', 'Chickpea', 'Okra']",Groundnut,90,400,20,30,50,1200,760.05,0.55,0.55
2010,Lakshadweep,Kharif,Sandy,5.89,79.15,12.29,48.7,1.03,8.33,1500,32,"['Soybean', 'Chickpea', 'Okra']",Soybean,100,500,25,35,50,2000,983.29,0.51,0.51
2012,Meghalaya,Zaid,Laterite,5.47,90.29,19.35,56.48,2.98,13.08,2500,15,"['Groundnut', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,1934.67,0.66,0.67
2009,Arunachal Pradesh,Zaid,Laterite,5.78,109.84,12.87,51.76,1.98,15.0,2500,15,"['Rice', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,1286.88,0.64,0.66
2007,Telangana,Kharif,Alluvial,7.48,113.79,34.54,60.7,3.71,24.1,800,28,"['Rice', 'Pigeon Pea', 'Cucumber']",Rice,140,1500,40,60,100,4000,2133.33,0.93,0.93
2005,Rajasthan,Rabi,Alluvial,7.04,127.48,25.78,79.8,2.69,17.08,400,35,"['Maize', 'Chickpea', 'Chili']",Chickpea,90,350,20,25,50,1000,1142.86,0.85,0.85
2008,Karnataka,Rabi,Alluvial,6.85,117.48,34.47,58.48,2.07,16.62,900,23,"['Groundnut', 'Chickpea', 'Okra']",Chickpea,90,350,20,25,50,1000,1723.54,0.8,0.82
2005,Chhattisgarh,Rabi,Red,5.75,76.8,25.12,59.15,1.76,10.07,1300,25,"['Groundnut', 'Pigeon Pea', 'Okra']",Pigeon Pea,120,600,30,40,50,1800,1507.38,0.61,0.62
2005,West Bengal,Rabi,Laterite,5.49,73.62,11.61,49.41,2.51,8.22,1500,20,"['Groundnut', 'Chickpea', 'Tomato']",Chickpea,90,350,20,25,50,1000,580.73,0.54,0.55
2012,Arunachal Pradesh,Zaid,Forest,6.4,100.08,32.81,69.69,6.46,23.27,2500,15,"['Groundnut', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,15726.14,0.98,1.0
2017,Dadra and Nagar Haveli,Rabi,Alluvial,6.62,118.74,35.36,64.92,4.39,17.61,1800,25,"['Maize', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,2121.76,0.9,0.9
2012,Nagaland,Zaid,Laterite,5.04,111.78,22.07,48.64,1.56,12.35,1800,16,"['Soybean', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,11033.81,0.62,0.64
2017,Odisha,Rabi,Red,6.23,99.01,25.05,42.94,2.99,17.56,1500,25,"['Soybean', 'Pigeon Pea', 'Tomato']",Pigeon Pea,120,600,30,40,50,1800,1503.0,0.73,0.74
2012,Punjab,Zaid,Alluvial,6.82,107.03,24.61,56.83,4.33,24.63,600,23,"['Groundnut', 'Chickpea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,7200.0,0.88,0.9
2004,Ladakh,Kharif,Mountain,6.82,84.94,13.29,40.62,3.89,17.48,200,12,"['Soybean', 'Pigeon Pea', 'Chili']",Soybean,100,500,25,35,50,2000,800.0,0.7,0.7
2008,Gujarat,Rabi,Sandy,5.62,65.19,11.57,30.6,1.15,12.95,800,30,"['Rice', 'Chickpea', 'Chili']",Chickpea,90,350,20,25,50,1000,578.35,0.48,0.48
2014,Telangana,Rabi,Red,5.86,68.52,17.11,58.69,1.62,14.41,800,28,"['Groundnut', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,1026.33,0.6,0.61
2015,Karnataka,Zaid,Alluvial,7.35,123.54,37.79,69.22,2.94,17.24,900,23,"['Rice', 'Chickpea', 'Chili']",Chili,70,300,15,20,60,1500,3397.28,0.89,0.91
2020,Dadra and Nagar Haveli,Rabi,Alluvial,6.59,113.09,39.36,71.16,2.77,17.83,1800,25,"['Rice', 'Chickpea', 'Chili']",Chickpea,90,350,20,25,50,1000,1967.95,0.87,0.87
2011,West Bengal,Rabi,Laterite,5.61,84.01,16.12,31.12,1.47,12.79,1500,20,"['Maize', 'Pigeon Pea', 'Tomato']",Pigeon Pea,120,600,30,40,50,1800,967.24,0.54,0.54
2003,Jammu & Kashmir,Zaid,Mountain,6.26,97.84,23.54,52.54,3.36,17.57,900,20,"['Soybean', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,2354.24,0.75,0.76
2014,Daman and Diu,Rabi,Sandy,6.42,68.43,19.0,26.59,1.74,6.59,800,27,"['Soybean', 'Pigeon Pea', 'Chili']",Pigeon Pea,120,600,30,40,50,1800,1139.84,0.5,0.51
2004,Daman and Diu,Kharif,Alluvial,6.75,111.22,25.88,54.74,4.72,21.95,800,27,"['Rice', 'Chickpea', 'Cucumber']",Rice,140,1500,40,60,100,4000,2133.33,0.88,0.88
2010,Mizoram,Kharif,Laterite,5.51,98.82,12.79,33.81,1.52,6.04,2200,14,"['Rice', 'Pigeon Pea', 'Cucumber']",Rice,140,1500,40,60,100,4000,1279.18,0.49,0.49
2008,Delhi,Rabi,Alluvial,6.55,91.17,28.8,64.22,3.7,22.06,700,24,"['Groundnut', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,1439.91,0.84,0.86
2012,Jammu & Kashmir,Zaid,Mountain,6.96,61.21,11.66,58.33,2.17,15.37,900,20,"['Groundnut', 'Chickpea', 'Chili']",Chili,70,300,15,20,60,1500,1166.49,0.62,0.63
2003,Delhi,Zaid,Alluvial,7.44,104.32,28.93,73.42,4.14,21.07,700,24,"['Groundnut', 'Chickpea', 'Tomato']",Tomato,80,350,20,30,70,10000,14463.26,0.91,0.92
2006,West Bengal,Zaid,Laterite,5.3,101.83,18.07,48.2,2.37,6.73,1500,20,"['Rice', 'Chickpea', 'Chili']",Chili,70,300,15,20,60,1500,1807.28,0.58,0.59
2005,Sikkim,Rabi,Alluvial,7.02,88.19,26.88,69.99,4.81,15.75,2000,17,"['Rice', 'Chickpea', 'Tomato']",Chickpea,90,350,20,25,50,1000,1344.24,0.84,0.84
2011,Goa,Rabi,Sandy,5.83,71.74,10.69,23.01,1.55,8.28,3000,28,"['Rice', 'Pigeon Pea', 'Chili']",Pigeon Pea,120,600,30,40,50,1800,641.35,0.45,0.45
2015,Punjab,Zaid,Alluvial,7.26,102.34,25.67,65.7,3.14,17.3,600,23,"['Groundnut', 'Chickpea', 'Tomato']",Tomato,80,350,20,30,70,10000,12835.8,0.81,0.82
2001,Gujarat,Kharif,Alluvial,7.09,112.24,37.11,67.39,4.37,19.14,800,30,"['Maize', 'Chickpea', 'Okra']",Maize,110,600,35,50,80,6000,6361.64,0.92,0.92
2016,Haryana,Kharif,Alluvial,6.53,129.29,36.0,76.06,4.08,16.86,700,24,"['Soybean', 'Pigeon Pea', 'Okra']",Soybean,100,500,25,35,50,2000,2800.0,0.92,0.92
2004,Jammu & Kashmir,Kharif,Mountain,6.53,75.62,27.62,34.83,2.83,14.05,900,20,"['Groundnut', 'Chickpea', 'Tomato']",Groundnut,90,400,20,30,50,1200,1393.3,0.66,0.66
2002,Nagaland,Rabi,Laterite,5.96,104.86,22.8,35.87,1.66,9.37,1800,16,"['Maize', 'Pigeon Pea', 'Chili']",Pigeon Pea,120,600,30,40,50,1800,1368.08,0.59,0.59
2020,Manipur,Rabi,Forest,6.8,92.89,39.07,53.68,8.2,29.59,1800,17,"['Maize', 'Chickpea', 'Tomato']",Chickpea,90,350,20,25,50,1000,1857.9,1.09,1.09
2015,Puducherry,Zaid,Alluvial,7.02,128.56,23.41,73.18,3.22,18.6,1200,26,"['Groundnut', 'Chickpea', 'Okra']",Okra,60,250,15,20,50,2000,3121.55,0.86,0.88
2014,Sikkim,Rabi,Alluvial,6.7,95.63,23.32,54.16,3.01,23.02,2000,17,"['Groundnut', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,1399.46,0.79,0.81
2019,Goa,Kharif,Laterite,5.99,107.43,13.61,57.73,2.73,7.51,3000,28,"['Maize', 'Chickpea', 'Chili']",Maize,110,600,35,50,80,6000,2333.93,0.62,0.62
2005,Mizoram,Rabi,Laterite,5.06,114.77,10.05,58.02,1.27,5.4,2200,14,"['Rice', 'Chickpea', 'Okra']",Chickpea,90,350,20,25,50,1000,502.46,0.53,0.53
2018,Gujarat,Zaid,Alluvial,7.21,128.95,37.16,72.37,2.08,20.9,800,30,"['Soybean', 'Pigeon Pea', 'Okra']",Okra,60,250,15,20,50,2000,4954.39,0.9,0.92
2005,Chandigarh,Rabi,Alluvial,6.97,93.98,24.35,57.68,2.91,20.99,700,22,"['Rice', 'Pigeon Pea', 'Chili']",Pigeon Pea,120,600,30,40,50,1800,1461.04,0.79,0.79
2017,Madhya Pradesh,Rabi,Black,6.71,122.46,37.42,118.9,3.7,28.18,1000,27,"['Groundnut', 'Chickpea', 'Tomato']",Chickpea,90,350,20,25,50,1000,1870.92,1.09,1.11
2007,Haryana,Kharif,Alluvial,6.67,104.85,30.01,70.89,4.86,18.67,700,24,"['Rice', 'Pigeon Pea', 'Cucumber']",Rice,140,1500,40,60,100,4000,1866.67,0.89,0.89
2010,Jammu & Kashmir,Kharif,Mountain,6.27,93.44,27.93,34.87,3.57,17.41,900,20,"['Soybean', 'Chickpea', 'Tomato']",Soybean,100,500,25,35,50,2000,1992.81,0.73,0.73
2017,Delhi,Rabi,Alluvial,7.26,101.14,35.2,75.13,2.28,20.63,700,24,"['Rice', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,1759.96,0.86,0.86
2000,Delhi,Zaid,Alluvial,6.81,95.52,32.16,60.98,2.58,21.75,700,24,"['Rice', 'Chickpea', 'Okra']",Okra,60,250,15,20,50,2000,4202.87,0.82,0.84
2019,Uttar Pradesh,Kharif,Alluvial,6.59,84.47,37.19,59.33,2.0,17.34,800,22,"['Groundnut', 'Chickpea', 'Cucumber']",Groundnut,90,400,20,30,50,1200,2027.18,0.76,0.76
2019,Lakshadweep,Kharif,Coral,7.84,26.37,5.57,8.08,0.61,3.41,1500,32,"['Maize', 'Chickpea', 'Chili']",Maize,110,600,35,50,80,6000,954.71,0.31,0.31
2016,Kerala,Kharif,Alluvial,6.51,101.88,28.9,68.98,3.0,19.19,3000,19,"['Rice', 'Chickpea', 'Okra']",Rice,140,1500,40,60,100,4000,2889.84,0.82,0.82
2019,Andhra Pradesh,Kharif,Loamy,6.42,105.89,31.89,80.02,5.01,21.5,900,20,"['Maize', 'Pigeon Pea', 'Chili']",Maize,110,600,35,50,80,6000,5466.78,0.95,0.95
2015,Bihar,Zaid,Alluvial,6.88,94.19,23.29,73.98,2.19,22.47,1100,22,"['Groundnut', 'Chickpea', 'Tomato']",Tomato,80,350,20,30,70,10000,11643.58,0.81,0.82
2008,Gujarat,Rabi,Chalky,7.2,74.33,21.51,40.24,1.61,17.02,800,30,"['Rice', 'Chickpea', 'Okra']",Chickpea,90,350,20,25,50,1000,1075.7,0.64,0.64
2007,Uttar Pradesh,Kharif,Alluvial,6.79,126.08,28.92,64.57,2.71,18.83,800,22,"['Groundnut', 'Chickpea', 'Cucumber']",Groundnut,90,400,20,30,50,1200,1735.0,0.84,0.84
2005,Uttarakhand,Rabi,Mountain,7.34,68.27,17.94,55.8,2.12,12.19,1100,18,"['Maize', 'Pigeon Pea', 'Okra']",Pigeon Pea,120,600,30,40,50,1800,1076.23,0.63,0.63
2010,Lakshadweep,Kharif,Sandy,6.37,75.19,12.14,38.18,1.38,6.02,1500,32,"['Rice', 'Pigeon Pea', 'Cucumber']",Rice,140,1500,40,60,100,4000,1213.51,0.48,0.48
2009,Telangana,Zaid,Black,6.36,138.43,36.76,81.74,4.76,23.93,800,28,"['Maize', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,18382.0,1.03,1.04
2017,Tripura,Rabi,Forest,6.14,70.24,23.65,58.97,6.38,28.74,2000,16,"['Maize', 'Chickpea', 'Chili']",Chickpea,90,350,20,25,50,1000,1182.36,0.92,0.92
2001,Dadra and Nagar Haveli,Kharif,Alluvial,6.61,107.64,25.04,53.33,4.7,23.93,1800,25,"['Soybean', 'Pigeon Pea', 'Tomato']",Soybean,100,500,25,35,50,2000,2003.29,0.88,0.88
2014,Punjab,Rabi,Alluvial,6.57,102.33,26.48,72.17,3.84,22.8,600,23,"['Soybean', 'Pigeon Pea', 'Okra']",Pigeon Pea,120,600,30,40,50,1800,1588.76,0.88,0.89
2006,Goa,Zaid,Laterite,5.37,85.97,14.95,45.07,1.57,9.44,3000,28,"['Groundnut', 'Chickpea', 'Chili']",Chili,70,300,15,20,60,1500,1494.63,0.53,0.55
2017,Uttar Pradesh,Rabi,Alluvial,6.61,110.18,33.07,56.32,2.98,15.21,800,22,"['Rice', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,1653.63,0.79,0.79
2003,Lakshadweep,Zaid,Coral,7.31,36.29,9.7,7.97,0.7,4.9,1500,32,"['Soybean', 'Chickpea', 'Tomato']",Tomato,80,350,20,30,70,10000,2657.99,0.35,0.35
2011,Sikkim,Rabi,Alluvial,6.59,113.5,32.86,77.08,2.34,18.15,2000,17,"['Maize', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,1643.16,0.84,0.84
2006,Punjab,Zaid,Alluvial,6.56,100.73,32.3,71.45,2.16,21.64,600,23,"['Maize', 'Chickpea', 'Chili']",Chili,70,300,15,20,60,1500,2770.01,0.83,0.85
2012,Arunachal Pradesh,Zaid,Forest,6.91,96.15,21.06,40.84,5.59,29.5,2500,15,"['Soybean', 'Chickpea', 'Chili']",Chili,70,300,15,20,60,1500,2105.64,0.9,0.92
2015,Sikkim,Zaid,Mountain,7.46,72.16,28.95,32.93,2.19,10.86,2000,17,"['Rice', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,10976.88,0.63,0.64
2001,Chandigarh,Kharif,Alluvial,6.61,95.51,29.57,50.57,2.89,19.74,700,22,"['Rice', 'Pigeon Pea', 'Chili']",Rice,140,1500,40,60,100,4000,1866.67,0.78,0.78
2020,Chandigarh,Rabi,Alluvial,6.98,117.92,23.94,73.61,2.69,15.98,700,22,"['Groundnut', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,1436.16,0.81,0.82
2003,Madhya Pradesh,Zaid,Red,5.6,61.44,23.3,60.41,2.48,14.02,1000,27,"['Soybean', 'Chickpea', 'Okra']",Okra,60,250,15,20,50,2000,2703.52,0.64,0.65
2011,Karnataka,Rabi,Red,6.4,82.2,21.36,56.28,2.96,18.13,900,23,"['Maize', 'Pigeon Pea', 'Chili']",Pigeon Pea,120,600,30,40,50,1800,1281.49,0.72,0.72
2000,Karnataka,Zaid,Red,5.66,85.64,19.6,66.77,1.88,12.92,900,23,"['Groundnut', 'Chickpea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,5879.99,0.64,0.66
2003,Kerala,Zaid,Alluvial,7.18,81.29,29.0,66.5,3.02,22.5,3000,19,"['Soybean', 'Chickpea', 'Chili']",Chili,70,300,15,20,60,1500,2235.46,0.83,0.84
2006,Haryana,Zaid,Alluvial,7.02,84.66,37.65,70.13,4.63,24.94,700,24,"['Maize', 'Chickpea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,6984.2,0.95,0.96
2014,Delhi,Rabi,Alluvial,7.48,88.33,26.47,53.11,4.45,17.97,700,24,"['Groundnut', 'Pigeon Pea', 'Okra']",Pigeon Pea,120,600,30,40,50,1800,1588.34,0.82,0.83
2020,Lakshadweep,Rabi,Sandy,5.93,60.48,15.04,34.0,1.8,13.33,1500,32,"['Soybean', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,751.96,0.53,0.54
2006,Andhra Pradesh,Zaid,Alluvial,7.2,104.36,35.82,74.46,2.69,15.48,900,20,"['Maize', 'Chickpea', 'Okra']",Okra,60,250,15,20,50,2000,4591.82,0.84,0.85
2004,Manipur,Kharif,Laterite,5.15,119.53,12.28,43.9,2.46,5.05,1800,17,"['Rice', 'Pigeon Pea', 'Cucumber']",Rice,140,1500,40,60,100,4000,1227.91,0.56,0.56
2002,Kerala,Rabi,Alluvial,7.0,112.77,25.46,51.53,3.12,23.56,3000,19,"['Soybean', 'Chickpea', 'Chili']",Chickpea,90,350,20,25,50,1000,1273.16,0.84,0.85
2014,Himachal Pradesh,Rabi,Laterite,5.52,118.79,20.12,40.95,2.0,14.99,1200,16,"['Rice', 'Pigeon Pea', 'Tomato']",Pigeon Pea,120,600,30,40,50,1800,1207.15,0.66,0.66
2002,Tripura,Rabi,Forest,6.04,70.65,34.42,65.09,8.43,25.71,2000,16,"['Rice', 'Chickpea', 'Tomato']",Chickpea,90,350,20,25,50,1000,1413.09,1.02,1.02
2009,Manipur,Zaid,Forest,6.09,94.5,22.99,56.7,6.68,23.5,1800,17,"['Rice', 'Chickpea', 'Okra']",Okra,60,250,15,20,50,2000,3065.35,0.91,0.92
2009,Andaman and Nicobar Islands,Zaid,Alluvial,6.81,88.09,27.46,76.83,2.62,19.16,3000,30,"['Soybean', 'Chickpea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,7267.56,0.81,0.82
2006,Daman and Diu,Zaid,Alluvial,6.61,93.79,37.18,50.07,2.71,15.47,800,27,"['Groundnut', 'Chickpea', 'Tomato']",Tomato,80,350,20,30,70,10000,14738.07,0.77,0.78
2004,Arunachal Pradesh,Kharif,Laterite,5.63,83.61,12.52,33.74,2.59,9.96,2500,15,"['Groundnut', 'Pigeon Pea', 'Chili']",Groundnut,90,400,20,30,50,1200,751.04,0.54,0.54
2000,Jharkhand,Zaid,Laterite,5.31,108.42,16.85,40.45,2.92,5.08,1000,21,"['Rice', 'Pigeon Pea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,5055.25,0.57,0.59
2020,Nagaland,Rabi,Laterite,5.1,114.87,11.19,40.47,2.22,10.59,1800,16,"['Rice', 'Pigeon Pea', 'Chili']",Pigeon Pea,120,600,30,40,50,1800,671.5,0.57,0.57
2002,Bihar,Rabi,Alluvial,6.84,92.48,20.03,56.71,2.09,17.49,1100,22,"['Soybean', 'Pigeon Pea', 'Chili']",Pigeon Pea,120,600,30,40,50,1800,1202.01,0.71,0.72
2013,Jammu & Kashmir,Kharif,Loamy,6.19,111.68,26.49,84.16,5.02,18.7,900,20,"['Groundnut', 'Chickpea', 'Chili']",Groundnut,90,400,20,30,50,1200,1589.67,0.91,0.91
2008,Tripura,Rabi,Forest,6.85,83.06,31.87,76.71,5.05,23.93,2000,16,"['Soybean', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,1912.0,0.94,0.95
2002,Daman and Diu,Rabi,Sandy,5.83,86.45,13.87,30.45,1.2,13.97,800,27,"['Maize', 'Pigeon Pea', 'Chili']",Pigeon Pea,120,600,30,40,50,1800,832.41,0.54,0.54
2003,Daman and Diu,Zaid,Sandy,6.36,82.9,17.6,20.85,1.67,9.97,800,27,"['Maize', 'Chickpea', 'Tomato']",Tomato,80,350,20,30,70,10000,6949.78,0.52,0.53
2000,Goa,Zaid,Sandy,6.09,50.88,19.48,20.49,1.82,6.69,3000,28,"['Groundnut', 'Pigeon Pea', 'Okra']",Okra,60,250,15,20,50,2000,2049.1,0.46,0.46
2012,Nagaland,Zaid,Laterite,5.31,73.6,15.06,57.78,2.8,13.65,1800,16,"['Rice', 'Pigeon Pea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,4516.85,0.62,0.63
2006,Assam,Zaid,Alluvial,7.31,97.36,34.67,59.29,2.6,23.08,2200,18,"['Groundnut', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,15300.12,0.86,0.87
2008,Kerala,Rabi,Alluvial,6.65,106.33,33.92,65.28,3.25,24.95,3000,19,"['Groundnut', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,1696.08,0.9,0.91
2006,Chandigarh,Zaid,Alluvial,6.81,114.78,33.58,64.24,4.24,15.14,700,22,"['Rice', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,3156.46,0.86,0.88
2001,West Bengal,Kharif,Alluvial,6.77,99.71,34.19,54.43,4.27,20.49,1500,20,"['Maize', 'Chickpea', 'Tomato']",Maize,110,600,35,50,80,6000,5861.77,0.87,0.87
2005,Puducherry,Rabi,Red,6.44,86.48,15.06,63.69,1.62,17.66,1200,26,"['Groundnut', 'Pigeon Pea', 'Okra']",Pigeon Pea,120,600,30,40,50,1800,903.86,0.67,0.68
2009,Madhya Pradesh,Zaid,Red,5.64,75.17,19.15,54.14,2.35,19.29,1000,27,"['Maize', 'Chickpea', 'Okra']",Okra,60,250,15,20,50,2000,2553.72,0.67,0.68
2016,Jharkhand,Kharif,Red,6.06,79.59,28.6,66.95,1.41,13.82,1000,21,"['Groundnut', 'Pigeon Pea', 'Tomato']",Groundnut,90,400,20,30,50,1200,1716.02,0.68,0.68
2020,Arunachal Pradesh,Rabi,Laterite,5.02,117.18,11.18,45.43,2.53,11.0,2500,15,"['Maize', 'Pigeon Pea', 'Tomato']",Pigeon Pea,120,600,30,40,50,1800,670.93,0.6,0.6
2004,Ladakh,Kharif,Sandy,6.09,61.93,12.49,34.57,1.54,12.66,200,12,"['Groundnut', 'Pigeon Pea', 'Chili']",Groundnut,90,400,20,30,50,1200,600.0,0.51,0.51
2009,Odisha,Zaid,Laterite,5.65,76.94,17.32,44.39,1.65,14.17,1500,25,"['Rice', 'Pigeon Pea', 'Okra']",Okra,60,250,15,20,50,2000,2308.75,0.58,0.59
2020,Punjab,Rabi,Alluvial,7.3,125.05,22.49,57.34,2.46,16.8,600,23,"['Soybean', 'Pigeon Pea', 'Chili']",Pigeon Pea,120,600,30,40,50,1800,1349.2,0.78,0.8
2003,Kerala,Zaid,Alluvial,7.31,123.66,30.93,66.85,2.02,24.81,3000,19,"['Groundnut', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,15464.74,0.89,0.91
2009,Meghalaya,Zaid,Red,6.39,68.82,27.32,42.61,2.88,20.0,2500,15,"['Groundnut', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,10814.02,0.71,0.72
2014,Chhattisgarh,Rabi,Laterite,5.31,103.09,11.03,43.72,2.33,7.96,1300,25,"['Soybean', 'Chickpea', 'Tomato']",Chickpea,90,350,20,25,50,1000,551.28,0.55,0.56
2003,Madhya Pradesh,Zaid,Black,6.43,114.53,36.49,112.55,4.28,23.12,1000,27,"['Soybean', 'Chickpea', 'Okra']",Okra,60,250,15,20,50,2000,4864.79,1.03,1.05
2017,Delhi,Rabi,Alluvial,6.82,125.02,27.73,76.07,2.12,16.46,700,24,"['Groundnut', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,1386.55,0.82,0.84
